Datetime,Open,High,Low,Close,Volume
2026-09-16 09:05:00+09:00,1898.0,1898.0,1897.0,1898.0,220500.0
2026-09-16 09:10:00+09:00,1898.0,1900.0,1898.0,1899.0,177830.0
2026-09-16 09:15:00+09:00,1898.5,1899.5,1898.0,1898.5,23080.0
2026-09-16 09:20:00+09:00,1898.5,1898.5,1897.5,1898.5,5400.0
2026-09-16 09:25:00+09:00,1898.5,1898.5,1897.0,1897.0,510.0
2026-09-16 09:30:00+09:00,1898.0,1898.5,1898.0,1898.0,2980.0
2026-09-16 09:35:00+09:00,1897.5,1898.0,1897.5,1898.0,840.0
2026-09-16 09:40:00+09:00,1899.0,1899.0,1897.5,1898.0,3550.0
2026-09-16 09:45:00+09:00,1898.0,1898.0,1898.0,1898.0,1010.0
2026-09-16 09:50:00+09:00,1898.5,1899.0,1898.5,1898.5,600.0
2026-09-16 09:55:00+09:00,1899.0,1899.0,1898.0,1899.0,510.0
2026-09-16 10:00:00+09:00,1898.0,1899.0,1898.0,1899.0,600.0
2026-09-16 10:05:00+09:00,1899.0,1899.0,1898.0,1898.5,860.0
2026-09-16 10:10:00+09:00,1898.5,1898.5,1897.0,1898.0,8190.0
2026-09-16 10:15:00+09:00,1897.5,1898.5,1897.5,1898.5,870.0
2026-09-16 10:20:00+09:00,1898.5,1899.0,1898.0,1898.5,3950.0
2026-09-16 10:25:00+09:00,1899.0,1899.0,1898.0,1898.0,220.0
2026-09-16 10:30:00+09:00,1898.5,1898.5,1898.0,1898.0,630.0
2026-09-16 10:35:00+09:00,1898.0,1898.5,1898.0,1898.5,520.0
2026-09-16 10:40:00+09:00,1898.0,1898.0,1897.5,1898.0,1210.0
2026-09-16 10:45:00+09:00,1898.5,1898.5,1898.0,1898.0,1140.0
2026-09-16 10:50:00+09:00,1898.0,1899.0,1898.0,1898.5,8870.0
2026-09-16 10:55:00+09:00,1898.0,1898.0,1898.0,1898.0,130.0
2026-09-16 11:00:00+09:00,1897.5,1897.5,1897.0,1897.0,780.0
2026-09-16 11:05:00+09:00,1897.0,1897.5,1897.0,1897.5,1670.0
2026-09-16 11:10:00+09:00,1897.5,1897.5,1897.0,1897.0,5390.0
2026-09-16 11:15:00+09:00,1897.0,1897.0,1896.0,1896.0,4330.0
2026-09-16 11:20:00+09:00,1896.0,1896.5,1896.0,1896.5,810.0
2026-09-16 11:25:00+09:00,1896.5,1896.5,1895.0,1896.0,1910.0
2026-09-16 11:30:00+09:00,1896.5,1896.5,1896.5,1896.5,0.0
