Datetime,Open,High,Low,Close,Volume
2026-09-25 09:05:00+09:00,20350.0,20350.0,20335.0,20345.0,1898.0
2026-09-25 09:10:00+09:00,20345.0,20350.0,20340.0,20345.0,2190.0
2026-09-25 09:15:00+09:00,20345.0,20355.0,20340.0,20345.0,2573.0
2026-09-25 09:20:00+09:00,20350.0,20360.0,20340.0,20355.0,3332.0
2026-09-25 09:25:00+09:00,20355.0,20365.0,20355.0,20360.0,1824.0
2026-09-25 09:30:00+09:00,20360.0,20365.0,20345.0,20360.0,1908.0
2026-09-25 09:35:00+09:00,20360.0,20370.0,20355.0,20360.0,2157.0
2026-09-25 09:40:00+09:00,20370.0,20380.0,20360.0,20375.0,2891.0
2026-09-25 09:45:00+09:00,20375.0,20380.0,20370.0,20380.0,1807.0
2026-09-25 09:50:00+09:00,20380.0,20380.0,20350.0,20350.0,4776.0
2026-09-25 09:55:00+09:00,20355.0,20375.0,20350.0,20370.0,7663.0
2026-09-25 10:00:00+09:00,20365.0,20400.0,20365.0,20385.0,3697.0
2026-09-25 10:05:00+09:00,20390.0,20400.0,20390.0,20400.0,1969.0
2026-09-25 10:10:00+09:00,20400.0,20425.0,20400.0,20425.0,3345.0
2026-09-25 10:15:00+09:00,20425.0,20430.0,20420.0,20425.0,1171.0
2026-09-25 10:20:00+09:00,20425.0,20450.0,20425.0,20445.0,1945.0
2026-09-25 10:25:00+09:00,20450.0,20455.0,20445.0,20450.0,1152.0
2026-09-25 10:30:00+09:00,20450.0,20455.0,20445.0,20450.0,1199.0
2026-09-25 10:35:00+09:00,20445.0,20475.0,20440.0,20465.0,2218.0
2026-09-25 10:40:00+09:00,20460.0,20470.0,20455.0,20460.0,1764.0
2026-09-25 10:45:00+09:00,20455.0,20455.0,20435.0,20440.0,1727.0
2026-09-25 10:50:00+09:00,20440.0,20450.0,20430.0,20440.0,5277.0
2026-09-25 10:55:00+09:00,20440.0,20445.0,20435.0,20435.0,998.0
2026-09-25 11:00:00+09:00,20435.0,20435.0,20425.0,20425.0,3667.0
2026-09-25 11:05:00+09:00,20425.0,20425.0,20405.0,20425.0,3908.0
2026-09-25 11:10:00+09:00,20425.0,20430.0,20415.0,20415.0,2077.0
2026-09-25 11:15:00+09:00,20415.0,20430.0,20415.0,20430.0,750.0
2026-09-25 11:20:00+09:00,20430.0,20435.0,20410.0,20415.0,2069.0
2026-09-25 11:25:00+09:00,20415.0,20420.0,20405.0,20405.0,512.0
