Datetime,Open,High,Low,Close,Volume
2026-09-16 09:05:00+09:00,2890.0,2890.0,2888.0,2890.0,2145.0
2026-09-16 09:10:00+09:00,2890.0,2890.0,2888.0,2890.0,4241.0
2026-09-16 09:15:00+09:00,2891.0,2892.0,2890.0,2890.0,469.0
2026-09-16 09:20:00+09:00,2890.0,2892.0,2889.0,2891.0,567.0
2026-09-16 09:25:00+09:00,2891.0,2892.0,2891.0,2891.0,657.0
2026-09-16 09:30:00+09:00,2891.0,2892.0,2891.0,2892.0,774.0
2026-09-16 09:35:00+09:00,2892.0,2893.0,2892.0,2893.0,698.0
2026-09-16 09:40:00+09:00,2893.0,2893.0,2893.0,2893.0,512.0
2026-09-16 09:45:00+09:00,2893.0,2893.0,2892.0,2893.0,133.0
2026-09-16 09:50:00+09:00,2893.0,2894.0,2893.0,2894.0,938.0
2026-09-16 09:55:00+09:00,2894.0,2894.0,2892.0,2892.0,208.0
2026-09-16 10:00:00+09:00,2893.0,2894.0,2892.0,2893.0,189.0
2026-09-16 10:05:00+09:00,2894.0,2894.0,2892.0,2893.0,1654.0
2026-09-16 10:10:00+09:00,2893.0,2894.0,2892.0,2893.0,309.0
2026-09-16 10:15:00+09:00,2893.0,2894.0,2893.0,2894.0,302.0
2026-09-16 10:20:00+09:00,2894.0,2894.0,2894.0,2894.0,203.0
2026-09-16 10:25:00+09:00,2894.0,2896.0,2894.0,2896.0,12905.0
2026-09-16 10:30:00+09:00,2896.0,2897.0,2896.0,2896.0,303.0
2026-09-16 10:35:00+09:00,2897.0,2897.0,2895.0,2895.0,10905.0
2026-09-16 10:40:00+09:00,2896.0,2896.0,2895.0,2895.0,279.0
2026-09-16 10:45:00+09:00,2895.0,2896.0,2895.0,2896.0,143.0
2026-09-16 10:50:00+09:00,2894.0,2894.0,2894.0,2894.0,1157.0
2026-09-16 10:55:00+09:00,2894.0,2895.0,2892.0,2892.0,2910.0
2026-09-16 11:00:00+09:00,2892.0,2895.0,2891.0,2895.0,5797.0
2026-09-16 11:05:00+09:00,2895.0,2895.0,2892.0,2892.0,3562.0
2026-09-16 11:10:00+09:00,2894.0,2894.0,2892.0,2893.0,679.0
2026-09-16 11:15:00+09:00,2893.0,2893.0,2891.0,2891.0,305.0
2026-09-16 11:20:00+09:00,2893.0,2893.0,2893.0,2893.0,348.0
2026-09-16 11:25:00+09:00,2893.0,2894.0,2893.0,2894.0,929.0
2026-09-16 11:30:00+09:00,2893.0,2893.0,2893.0,2893.0,635.0
2026-09-16 12:30:00+09:00,2896.0,2899.0,2896.0,2899.0,7802.0
2026-09-16 12:35:00+09:00,2899.0,2899.0,2896.0,2897.0,6472.0
2026-09-16 12:40:00+09:00,2899.0,2899.0,2898.0,2899.0,551.0
2026-09-16 12:45:00+09:00,2899.0,2900.0,2898.0,2899.0,2188.0
2026-09-16 12:50:00+09:00,2899.0,2900.0,2899.0,2900.0,1112.0
2026-09-16 12:55:00+09:00,2900.0,2900.0,2899.0,2899.0,176.0
2026-09-16 13:00:00+09:00,2900.0,2900.0,2899.0,2900.0,142.0
2026-09-16 13:05:00+09:00,2900.0,2900.0,2898.0,2900.0,2392.0
2026-09-16 13:10:00+09:00,2900.0,2900.0,2899.0,2900.0,1012.0
2026-09-16 13:15:00+09:00,2900.0,2900.0,2898.0,2899.0,624.0
2026-09-16 13:20:00+09:00,2900.0,2901.0,2900.0,2900.0,3011.0
2026-09-16 13:25:00+09:00,2900.0,2900.0,2899.0,2900.0,646.0
2026-09-16 13:30:00+09:00,2899.0,2899.0,2898.0,2899.0,4393.0
2026-09-16 13:35:00+09:00,2898.0,2898.0,2897.0,2897.0,5068.0
2026-09-16 13:40:00+09:00,2897.0,2898.0,2897.0,2897.0,1046.0
2026-09-16 13:45:00+09:00,2897.0,2898.0,2896.0,2896.0,785.0
2026-09-16 13:50:00+09:00,2896.0,2898.0,2896.0,2898.0,632.0
2026-09-16 13:55:00+09:00,2897.0,2898.0,2897.0,2897.0,1038.0
2026-09-16 14:00:00+09:00,2897.0,2897.0,2895.0,2897.0,1228.0
2026-09-16 14:05:00+09:00,2897.0,2897.0,2897.0,2897.0,42.0
2026-09-16 14:10:00+09:00,2896.0,2897.0,2896.0,2896.0,486.0
2026-09-16 14:15:00+09:00,2896.0,2897.0,2896.0,2897.0,235.0
2026-09-16 14:20:00+09:00,2897.0,2897.0,2897.0,2897.0,101.0
2026-09-16 14:25:00+09:00,2898.0,2898.0,2896.0,2898.0,1468.0
2026-09-16 14:30:00+09:00,2897.0,2897.0,2897.0,2897.0,17.0
2026-09-16 14:35:00+09:00,2897.0,2898.0,2896.0,2897.0,751.0
2026-09-16 14:40:00+09:00,2897.0,2898.0,2896.0,2898.0,335.0
2026-09-16 14:45:00+09:00,2898.0,2898.0,2897.0,2897.0,643.0
2026-09-16 14:50:00+09:00,2897.0,2898.0,2896.0,2896.0,1355.0
2026-09-16 14:55:00+09:00,2896.0,2896.0,2896.0,2896.0,192.0
2026-09-16 15:00:00+09:00,2896.0,2898.0,2896.0,2898.0,1076.0
2026-09-16 15:05:00+09:00,2896.0,2897.0,2896.0,2897.0,30.0
2026-09-16 15:10:00+09:00,2896.0,2898.0,2893.0,2895.0,5626.0
2026-09-16 15:15:00+09:00,2896.0,2896.0,2895.0,2896.0,1304.0
2026-09-16 15:20:00+09:00,2894.0,2896.0,2894.0,2894.0,760.0
