Date,Open,High,Low,Close,Volume
2024-09-04,5973.0,6030.0,5815.0,5832.0,12107700.0
2024-09-05,5742.0,5880.0,5718.0,5786.0,6540900.0
2024-09-06,5801.0,5845.0,5726.0,5734.0,5835800.0
2024-09-09,5500.0,5654.0,5446.0,5607.0,7602900.0
2024-09-10,5627.0,5699.0,5558.0,5573.0,5575200.0
2024-09-11,5590.0,5680.0,5481.0,5504.0,6902100.0
2024-09-12,5725.0,5794.0,5675.0,5765.0,6576700.0
2024-09-13,5792.0,5800.0,5680.0,5706.0,6724400.0
2024-09-17,5708.0,5744.0,5552.0,5638.0,5309700.0
2024-09-18,5720.0,5748.0,5545.0,5615.0,4316900.0
2024-09-19,5773.0,5879.0,5750.0,5750.0,8641300.0
2024-09-20,5916.0,5979.0,5823.0,5862.0,10802700.0
2024-09-24,5934.0,5941.0,5834.0,5876.0,5352600.0
2024-09-25,5876.0,5923.0,5859.0,5893.0,3575200.0
2024-09-26,5982.0,6068.0,5956.0,6059.0,7381700.0
2024-09-27,6150.0,6344.0,6120.0,6343.0,8465900.0
2024-09-30,6000.0,6053.0,5951.0,5977.0,8997400.0
2024-10-01,6044.0,6169.0,6012.0,6152.0,5085600.0
2024-10-02,6001.0,6045.0,5918.0,5950.0,6098900.0
2024-10-03,6150.0,6171.0,6029.0,6046.0,4659100.0
2024-10-04,6028.0,6074.0,5976.0,6023.0,3284400.0
2024-10-07,6180.0,6209.0,6141.0,6142.0,5514300.0
2024-10-08,6042.0,6098.0,6016.0,6056.0,3441900.0
2024-10-09,6131.0,6147.0,6064.0,6129.0,3804000.0
2024-10-10,6229.0,6262.0,6171.0,6193.0,4442000.0
2024-10-11,6246.0,6247.0,6114.0,6126.0,5025200.0
2024-10-15,6250.0,6252.0,6126.0,6126.0,4993300.0
2024-10-16,5985.0,6052.0,5951.0,6023.0,4807700.0
2024-10-17,6051.0,6057.0,5936.0,5941.0,4385600.0
2024-10-18,5960.0,5994.0,5937.0,5972.0,2877400.0
2024-10-21,5987.0,5993.0,5934.0,5935.0,2732200.0
2024-10-22,5928.0,5943.0,5819.0,5868.0,3775500.0
2024-10-23,5830.0,5892.0,5789.0,5803.0,2958300.0
2024-10-24,5725.0,5852.0,5723.0,5790.0,3753600.0
2024-10-25,5730.0,5778.0,5677.0,5760.0,5004000.0
2024-10-28,5580.0,5664.0,5506.0,5593.0,11717700.0
2024-10-29,5650.0,5651.0,5546.0,5623.0,6404500.0
2024-10-30,5724.0,5768.0,5663.0,5680.0,9444100.0
2024-10-31,5650.0,5765.0,5641.0,5755.0,5605000.0
2024-11-01,5560.0,5613.0,5546.0,5574.0,5094300.0
2024-11-05,5600.0,5778.0,5594.0,5709.0,5203000.0
2024-11-06,5750.0,5924.0,5723.0,5866.0,5665700.0
2024-11-07,5960.0,5973.0,5819.0,5887.0,6369000.0
2024-11-08,5952.0,5967.0,5852.0,5892.0,4430800.0
2024-11-11,5835.0,5863.0,5766.0,5788.0,3511700.0
2024-11-12,5846.0,5871.0,5728.0,5763.0,5167700.0
2024-11-13,5732.0,5752.0,5625.0,5646.0,4596700.0
2024-11-14,5685.0,5715.0,5649.0,5650.0,3597700.0
2024-11-15,5713.0,5795.0,5687.0,5687.0,4008800.0
2024-11-18,5608.0,5649.0,5592.0,5625.0,2919400.0
2024-11-19,5696.0,5734.0,5662.0,5688.0,3820200.0
2024-11-20,5693.0,5710.0,5588.0,5620.0,3035000.0
2024-11-21,5643.0,5648.0,5561.0,5596.0,2920000.0
2024-11-22,5627.0,5674.0,5618.0,5649.0,3015800.0
2024-11-25,5713.0,5807.0,5695.0,5759.0,10136600.0
2024-11-26,5688.0,5759.0,5609.0,5660.0,4435900.0
2024-11-27,5680.0,5687.0,5546.0,5548.0,3153900.0
2024-11-28,5520.0,5573.0,5482.0,5555.0,4227100.0
2024-11-29,5511.0,5557.0,5493.0,5554.0,3682400.0
2024-12-02,5558.0,5596.0,5465.0,5546.0,3845700.0
2024-12-03,5718.0,5799.0,5610.0,5614.0,6385200.0
2024-12-04,5600.0,5625.0,5509.0,5574.0,4886200.0
2024-12-05,5495.0,5536.0,5476.0,5521.0,5111300.0
2024-12-06,5514.0,5520.0,5455.0,5495.0,3404000.0
2024-12-09,5514.0,5534.0,5456.0,5514.0,3572200.0
2024-12-10,5555.0,5556.0,5484.0,5524.0,4388900.0
2024-12-11,5459.0,5491.0,5413.0,5462.0,4915900.0
2024-12-12,5500.0,5503.0,5420.0,5420.0,5247200.0
2024-12-13,5320.0,5359.0,5265.0,5265.0,8958800.0
2024-12-16,5226.0,5260.0,5201.0,5205.0,4465600.0
2024-12-17,5202.0,5248.0,5177.0,5192.0,4605200.0
2024-12-18,5152.0,5255.0,5151.0,5201.0,4380800.0
2024-12-19,5050.0,5157.0,5050.0,5123.0,5492500.0
2024-12-20,5143.0,5152.0,5054.0,5054.0,5904200.0
2024-12-23,5065.0,5129.0,5036.0,5116.0,4807900.0
2024-12-24,5185.0,5227.0,5141.0,5177.0,4076200.0
2024-12-25,5191.0,5203.0,5147.0,5192.0,3328600.0
2024-12-26,5192.0,5239.0,5178.0,5237.0,3662700.0
2024-12-27,5244.0,5374.0,5228.0,5329.0,5509500.0
2024-12-30,5335.0,5358.0,5289.0,5296.0,3436400.0
2025-01-06,5282.0,5287.0,5178.0,5214.0,5394000.0
2025-01-07,5211.0,5267.0,5158.0,5241.0,5525500.0
2025-01-08,5200.0,5224.0,5172.0,5200.0,4663600.0
2025-01-09,5179.0,5211.0,5175.0,5188.0,4191300.0
2025-01-10,5181.0,5248.0,5181.0,5195.0,5372600.0
2025-01-14,5190.0,5234.0,5047.0,5058.0,6033400.0
2025-01-15,5100.0,5143.0,5068.0,5101.0,4192700.0
2025-01-16,5147.0,5185.0,5104.0,5163.0,3968900.0
2025-01-17,5126.0,5138.0,5043.0,5086.0,4006000.0
2025-01-20,5144.0,5194.0,5117.0,5161.0,5352900.0
2025-01-21,5195.0,5211.0,5126.0,5159.0,2621900.0
2025-01-22,5183.0,5192.0,5140.0,5190.0,4316400.0
2025-01-23,5165.0,5170.0,5066.0,5140.0,4786400.0
2025-01-24,5188.0,5205.0,5148.0,5168.0,4298000.0
2025-01-27,5250.0,5279.0,5149.0,5149.0,4129500.0
2025-01-28,5149.0,5183.0,5085.0,5108.0,4246400.0
2025-01-29,5152.0,5225.0,4881.0,4890.0,14939300.0
2025-01-30,4901.0,4982.0,4863.0,4900.0,15372600.0
2025-01-31,4830.0,4908.0,4812.0,4877.0,7097300.0
2025-02-03,4667.0,4667.0,4566.0,4615.0,15947400.0
2025-02-04,4651.0,4667.0,4570.0,4570.0,9660900.0
2025-02-05,4656.0,4745.0,4607.0,4614.0,8289500.0
2025-02-06,4651.0,4750.0,4638.0,4717.0,6428900.0
2025-02-07,4650.0,4712.0,4635.0,4704.0,5401600.0
2025-02-10,4699.0,4814.0,4691.0,4792.0,5099200.0
2025-02-12,4773.0,4792.0,4676.0,4690.0,6239500.0
2025-02-13,4760.0,4819.0,4730.0,4810.0,9211100.0
2025-02-14,4815.0,4830.0,4714.0,4741.0,6575000.0
2025-02-17,4650.0,4720.0,4650.0,4662.0,5483200.0
2025-02-18,4630.0,4654.0,4607.0,4614.0,4845300.0
2025-02-19,4607.0,4683.0,4592.0,4660.0,3697000.0
2025-02-20,4633.0,4672.0,4607.0,4628.0,4324700.0
2025-02-21,4628.0,4705.0,4616.0,4686.0,4242000.0
2025-02-25,4618.0,4705.0,4595.0,4668.0,5837100.0
2025-02-26,4657.0,4662.0,4587.0,4632.0,4363300.0
2025-02-27,4621.0,4646.0,4592.0,4630.0,4188000.0
2025-02-28,4598.0,4614.0,4486.0,4492.0,7930100.0
2025-03-03,4548.0,4561.0,4497.0,4547.0,3979500.0
2025-03-04,4505.0,4538.0,4409.0,4467.0,6162900.0
