Date,Open,High,Low,Close,Volume,Adj Close
2024-09-09,23425.0,24250.0,23425.0,24200.0,398.0,23187.576171875
2024-09-10,24310.0,24395.0,24080.0,24080.0,141.0,23072.595703125
2024-09-11,23840.0,23840.0,23250.0,23455.0,296.0,22473.7421875
2024-09-12,24050.0,24085.0,23805.0,24070.0,136.0,23063.015625
2024-09-13,24130.0,24145.0,23900.0,24145.0,51.0,23134.876953125
2024-09-17,24145.0,24320.0,23710.0,24100.0,65.0,23091.759765625
2024-09-18,24330.0,24450.0,24175.0,24175.0,19.0,23163.62109375
2024-09-19,24675.0,25140.0,24675.0,25090.0,6864.0,24040.341796875
2024-09-20,25200.0,25620.0,25200.0,25490.0,124.0,24423.607421875
2024-09-24,25800.0,25825.0,25575.0,25590.0,131.0,24519.423828125
2024-09-25,25670.0,26060.0,25670.0,26015.0,167.0,24926.64453125
2024-09-26,26200.0,26310.0,25945.0,26275.0,217.0,25175.767578125
2024-09-27,26300.0,26995.0,26300.0,26995.0,1745.0,25865.64453125
2024-09-30,25995.0,26385.0,25995.0,26235.0,250.0,25137.44140625
2024-10-01,26395.0,26990.0,26305.0,26420.0,160.0,25314.701171875
2024-10-02,26270.0,26660.0,26270.0,26385.0,186.0,25281.166015625
2024-10-03,26995.0,26995.0,26450.0,26480.0,87.0,25372.189453125
2024-10-04,26455.0,26570.0,26420.0,26570.0,62.0,25458.423828125
2024-10-07,26725.0,27020.0,26725.0,27000.0,112.0,25870.435546875
2024-10-08,26765.0,26970.0,26490.0,26540.0,350.0,25429.6796875
2024-10-09,26735.0,26735.0,26250.0,26350.0,139.0,25247.62890625
2024-10-10,26480.0,26860.0,26305.0,26860.0,48.0,25736.29296875
2024-10-11,26590.0,26650.0,26480.0,26480.0,98.0,25372.189453125
2024-10-15,26665.0,26665.0,26240.0,26300.0,83.0,25199.720703125
2024-10-16,26100.0,26230.0,25900.0,26230.0,76.0,25132.650390625
2024-10-17,26285.0,26285.0,26020.0,26030.0,41.0,24941.017578125
2024-10-18,26200.0,26200.0,25945.0,26010.0,112.0,24921.853515625
2024-10-21,26010.0,26185.0,25905.0,25905.0,74.0,24821.24609375
2024-10-22,25905.0,25980.0,25545.0,25760.0,89.0,24682.3125
2024-10-23,25580.0,25790.0,25200.0,25620.0,312.0,24548.16796875
2024-10-24,25560.0,25570.0,25130.0,25500.0,123.0,24433.189453125
2024-10-25,25400.0,25420.0,25130.0,25240.0,332.0,24184.06640625
2024-10-28,25070.0,25595.0,25065.0,25550.0,221.0,24481.09765625
2024-10-29,25760.0,25825.0,25635.0,25790.0,1614.0,24711.056640625
2024-10-30,25895.0,26260.0,25895.0,26200.0,192.0,25103.90625
2024-10-31,26100.0,26380.0,25930.0,26380.0,68.0,25276.375
2024-11-01,25730.0,25860.0,25730.0,25810.0,146.0,24730.220703125
2024-11-05,26095.0,26365.0,25835.0,26250.0,332.0,25151.8125
2024-11-06,26520.0,26870.0,26375.0,26765.0,409.0,25645.267578125
2024-11-07,26935.0,27325.0,26655.0,27325.0,192.0,26181.837890625
2024-11-08,27060.0,27915.0,27000.0,27085.0,189.0,25951.87890625
2024-11-11,27085.0,27265.0,27000.0,27265.0,109.0,26124.349609375
2024-11-12,27100.0,27390.0,26890.0,26940.0,159.0,25812.9453125
2024-11-13,26885.0,27050.0,26620.0,26665.0,145.0,25549.451171875
2024-11-14,26875.0,26975.0,26835.0,26835.0,37.0,25712.337890625
2024-11-15,26770.0,26805.0,26675.0,26675.0,41.0,25559.033203125
2024-11-18,26555.0,26875.0,26220.0,26220.0,107.0,25123.068359375
2024-11-19,26555.0,27090.0,26555.0,26650.0,284.0,25535.078125
2024-11-20,26650.0,27090.0,26650.0,26905.0,55.0,25779.41015625
2024-11-21,26965.0,27385.0,26965.0,27385.0,132.0,26239.330078125
2024-11-22,27195.0,27365.0,26995.0,27080.0,1715.0,25947.08984375
2024-11-25,27395.0,27400.0,27060.0,27060.0,78.0,25927.92578125
2024-11-26,27030.0,27050.0,26390.0,26420.0,2145.0,25314.701171875
2024-11-27,26660.0,26660.0,25885.0,26010.0,193.0,24921.853515625
2024-11-28,26090.0,26450.0,26075.0,26075.0,71.0,24984.1328125
2024-11-29,26270.0,26435.0,26240.0,26380.0,39.0,25276.375
2024-12-02,26380.0,26795.0,26115.0,26795.0,129.0,25674.01171875
2024-12-03,26830.0,27270.0,26830.0,27260.0,118.0,26119.55859375
2024-12-04,27275.0,27275.0,26970.0,27090.0,80.0,25956.669921875
2024-12-05,27295.0,27360.0,27140.0,27200.0,123.0,26062.068359375
2024-12-06,26960.0,27045.0,26670.0,26795.0,147.0,25674.01171875
2024-12-09,26860.0,26980.0,26660.0,26750.0,43.0,25630.896484375
2024-12-10,26790.0,27150.0,26790.0,26875.0,2215.0,25750.666015625
2024-12-11,26875.0,26875.0,26680.0,26810.0,58.0,25688.384765625
2024-12-12,27200.0,27200.0,27025.0,27090.0,126.0,25956.669921875
2024-12-13,26790.0,27080.0,26790.0,27080.0,34.0,25947.08984375
2024-12-16,26810.0,26950.0,26780.0,26840.0,266.0,25717.130859375
2024-12-17,26840.0,26895.0,26450.0,26450.0,91.0,25343.4453125
2024-12-18,26450.0,26670.0,26370.0,26670.0,60.0,25554.2421875
2024-12-19,26190.0,26380.0,25810.0,26185.0,89.0,25089.53125
2024-12-20,26330.0,26350.0,26205.0,26220.0,61.0,25123.068359375
2024-12-23,26230.0,26320.0,25980.0,26125.0,77.0,25032.04296875
2024-12-24,26205.0,26300.0,26110.0,26260.0,155.0,25161.39453125
2024-12-25,26305.0,26440.0,26170.0,26440.0,235.0,25333.865234375
2024-12-26,26485.0,26965.0,25965.0,25965.0,255.0,24878.734375
2024-12-27,27100.0,27465.0,27080.0,27465.0,477.0,26315.982421875
2024-12-30,27460.0,27460.0,27245.0,27245.0,97.0,26105.1875
2025-01-06,27245.0,27525.0,27245.0,27285.0,191.0,26143.513671875
2025-01-07,27385.0,27455.0,26970.0,27105.0,148.0,25971.04296875
2025-01-08,27000.0,27320.0,27000.0,27270.0,189.0,26129.140625
2025-01-09,27180.0,27180.0,26730.0,26970.0,185.0,25841.69140625
2025-01-10,26625.0,27030.0,26625.0,27030.0,52.0,25899.1796875
2025-01-14,26980.0,27300.0,26155.0,26255.0,243.0,25156.603515625
2025-01-15,26255.0,26435.0,26155.0,26395.0,760.0,25290.74609375
2025-01-16,26395.0,26395.0,26260.0,26360.0,22.0,25257.2109375
2025-01-17,26105.0,26400.0,26000.0,26400.0,37.0,25295.537109375
2025-01-20,26560.0,26790.0,26425.0,26425.0,156.0,25319.490234375
2025-01-21,26925.0,27070.0,26725.0,26795.0,114.0,25674.01171875
2025-01-22,27055.0,27765.0,27055.0,27730.0,216.0,26569.89453125
2025-01-23,27790.0,28010.0,27620.0,27780.0,272.0,26617.8046875
2025-01-24,27955.0,28160.0,27935.0,28010.0,72.0,26838.181640625
2025-01-27,28225.0,28225.0,27325.0,27325.0,111.0,26181.837890625
2025-01-28,27160.0,27160.0,26745.0,26745.0,340.0,25626.103515625
2025-01-29,26745.0,27170.0,26735.0,27125.0,125.0,25990.20703125
