Date,Open,High,Low,Close,Volume,Adj Close
2024-09-05,17063.240234375,17295.580078125,17035.0703125,17127.66015625,4983030000.0,17127.66015625
2024-09-06,17137.619140625,17166.5390625,16668.5703125,16690.830078125,5549030000.0,16690.830078125
2024-09-09,16835.669921875,16923.279296875,16732.83984375,16884.599609375,5132150000.0,16884.599609375
2024-09-10,16949.640625,17036.0703125,16801.130859375,17025.880859375,4963740000.0,17025.880859375
2024-09-11,17061.41015625,17420.23046875,16787.83984375,17395.529296875,6086930000.0,17395.529296875
2024-09-12,17413.890625,17605.720703125,17338.3203125,17569.6796875,4983120000.0,17569.6796875
2024-09-13,17575.259765625,17719.140625,17564.609375,17683.98046875,4802880000.0,17683.98046875
2024-09-16,17573.69921875,17618.400390625,17480.66015625,17592.130859375,4675530000.0,17592.130859375
2024-09-17,17707.01953125,17781.740234375,17544.640625,17628.060546875,4959520000.0,17628.060546875
2024-09-18,17663.380859375,17832.69921875,17556.4296875,17573.30078125,5611630000.0,17573.30078125
2024-09-19,17980.890625,18099.9296875,17909.75,18013.98046875,5574650000.0,18013.98046875
2024-09-20,17999.349609375,18024.33984375,17835.640625,17948.3203125,9914480000.0,17948.3203125
2024-09-23,17994.91015625,18021.580078125,17936.369140625,17974.26953125,5237310000.0,17974.26953125
2024-09-24,18046.439453125,18091.9609375,17863.380859375,18074.51953125,5347580000.0,18074.51953125
2024-09-25,18050.359375,18155.0390625,18040.619140625,18082.2109375,4858060000.0,18082.2109375
2024-09-26,18327.33984375,18327.33984375,18071.740234375,18190.2890625,5669210000.0,18190.2890625
2024-09-27,18228.779296875,18238.279296875,18069.1796875,18119.58984375,5367890000.0,18119.58984375
2024-09-30,18069.830078125,18198.16015625,17997.560546875,18189.169921875,5846150000.0,18189.169921875
2024-10-01,18154.939453125,18162.720703125,17779.76953125,17910.359375,5879980000.0,17910.359375
2024-10-02,17867.119140625,17978.580078125,17767.7890625,17925.119140625,5489040000.0,17925.119140625
2024-10-03,17859.490234375,18011.25,17826.419921875,17918.48046875,5208990000.0,17918.48046875
2024-10-04,18130.419921875,18145.279296875,17952.30078125,18137.849609375,5136070000.0,18137.849609375
2024-10-07,18080.119140625,18096.330078125,17900.0390625,17923.900390625,5240320000.0,17923.900390625
2024-10-08,18017.9296875,18203.0390625,17989.69921875,18182.919921875,5566510000.0,18182.919921875
2024-10-09,18179.220703125,18302.05078125,18133.01953125,18291.619140625,5228670000.0,18291.619140625
2024-10-10,18200.619140625,18333.390625,18154.1796875,18282.05078125,5855390000.0,18282.05078125
2024-10-11,18217.73046875,18375.529296875,18208.439453125,18342.939453125,5140440000.0,18342.939453125
2024-10-14,18426.66015625,18547.919921875,18423.599609375,18502.689453125,4894710000.0,18502.689453125
2024-10-15,18515.970703125,18564.25,18252.51953125,18315.58984375,6522700000.0,18315.58984375
2024-10-16,18333.2890625,18383.109375,18214.9609375,18367.080078125,5257570000.0,18367.080078125
2024-10-17,18537.2109375,18541.4609375,18368.7890625,18373.609375,5806860000.0,18373.609375
2024-10-18,18466.009765625,18524.330078125,18452.580078125,18489.55078125,5090190000.0,18489.55078125
2024-10-21,18456.48046875,18543.580078125,18377.630859375,18540.009765625,6092180000.0,18540.009765625
2024-10-22,18451.859375,18620.7109375,18413.470703125,18579.76953125,6407180000.0,18579.76953125
2024-10-23,18502.060546875,18509.189453125,18146.609375,18276.650390625,6245610000.0,18276.650390625
2024-10-24,18384.16015625,18435.369140625,18305.419921875,18415.490234375,5761280000.0,18415.490234375
2024-10-25,18512.580078125,18690.009765625,18487.060546875,18518.609375,6100040000.0,18518.609375
2024-10-28,18648.25,18671.009765625,18563.01953125,18567.189453125,5641660000.0,18567.189453125
2024-10-29,18576.08984375,18753.189453125,18509.58984375,18712.75,6881170000.0,18712.75
2024-10-30,18731.689453125,18785.5,18598.240234375,18607.9296875,6514690000.0,18607.9296875
2024-10-31,18427.310546875,18427.310546875,18083.94921875,18095.150390625,6411940000.0,18095.150390625
2024-11-01,18189.669921875,18363.939453125,18181.529296875,18239.919921875,5896470000.0,18239.919921875
2024-11-04,18220.4296875,18308.30078125,18112.830078125,18179.98046875,5762320000.0,18179.98046875
2024-11-05,18250.7109375,18449.6796875,18250.7109375,18439.169921875,7060340000.0,18439.169921875
2024-11-06,18772.759765625,19000.5,18730.2109375,18983.470703125,8138050000.0,18983.470703125
2024-11-07,19084.4296875,19301.69921875,19084.4296875,19269.4609375,9232670000.0,19269.4609375
2024-11-08,19255.140625,19318.560546875,19224.4296875,19286.779296875,7316010000.0,19286.779296875
